username,comment,
@dittoMa-l6i,Sejahtrakanlah dulu rakayat melalui kerja dan fungsi anda sbagai wakil rakyat biar rakyat yg akan memberikan tunjangan pada anda,
@paricuq8744,"Mendingan nonton KDM dari pada nonton orang yang banyak bicara. Itu yang dibicarakan pasti ujungnya mencari solusi, tapi
SOLUSI ITU SAMPAI KIAMAT JUGA GAK ADA.",
@Sugiono9999,Tuntutannya hapuskanlah semua tunjangan anggota DPR; DPRD dan DPRD II,
@MurianiSilalahi,"DPR harus bekerja. Lihat kami masyarakat. Tidak ada listrik, jalan tidak dibangun. Harga sembako semakin mahal. Semua serba sulit. Tapi DPR hidup mewah tanpa bekerja maksimal untuk rakyat. 
Kami berpikir, tanpa DPR, masyarakat bisa menyampaikan keluh kesahnya melalui media. Tidak perlu ada DPR.",
@RAMZ_66,"DPR cepat sekali kalau membuat revisi undang2 kepentingan kroni penguasa sedangkan UU perampasan aset dan hukuman berat kepada koruptor tidak bergerak maju, padahal korupsi saat ini sudah bukan miliar lagi, Hukum dilecehkan terbukti tangkap silfester kejaksaan saja takit",
@lubnaazizah3421,"Nihh gw bilangin murni dr rakyat : Semua gara2 sri mulyani apa aja di pajakin, ditambah Eko sama kuya joget2, sedangkan kondisi ekonomi rakyat lagi kacau, banyak PHK dan Pengangguran.",
@ianchannel6120,GERAKAN GOLPUT NASIONAL SEUMUR HIDUP UNTUK PEMILU DPR,
@supangatrudiyanto3300,"Ketika Rakyat terlukai, tidak cukup diredam dg omon-omon, apalagi rakyat sudah menengarai selama ini tidak memakai hati",
@saepdoank850,"tunjangan ASPIRASI 450 JUTA itu jaman krisdayanti,,,,setahun mreka dpt 4 kali kesempatan,,,dlm setahun 1,8 MILIYAR,,,untuk 1 orang,,,,blm sama gaji dan tunjangan yg lain",
@mantanteknisi2000,Belum lagi anggota DPR ini bebas pajak!! Tapi rakyat di peras dengan macam-macam aturan untuk menjerat rakyat!! sangat ironis!!,
@IbrahimRaharjo-l5i,Rakyat sudah muas lihat kelakuan anggota dewan,
@ahmarobi3327,"Tuhhhhh,UUD perampasan aset,dan hukuman mati BG korubtor,cepat sah kan,sebelum seluruh rakyat bersatu",
@aghatamaria4347,"Okelah klo DPR merasa layak dpt take home pay seperti itu, tp penilaian kinerjanya gimana? Audit kinerja dan anggarannya gimana? Klo mau compare sama BUMN ataupun swasta yg gajinya besar, tapi kan mereka beneran kliatan kerja, bukan cmn omon omon.",
@adestmofficial1613,Bukan DPR tetapi DPO ((Dewan Perwakilan Oligarki )),
@DobyPutra-t3e,DPR itu memperkaya diri mereka aja bukan nya mesejahtrakan rakyat,
@WillRoy-j9y,"ongkos politik mahal ya karena kesalahan anggota dewan dari awal, ngapain main money politik dari awal kampanye? akhirnya setelah dipilih ya pasti pemilihnya tetap bakalan nunggu duit dari yang dipilihnya. lagian alasan cost politic juga gak masuk akal, itu kan resiko pribadi mereka, udah tau jadi anggota DPR cost politic nya gede, malah tetap pengen mau jadi anggota DPR. Setelah masuk, malah pakai duit negara buat nutupin cost politicnya sendiri. kan konyol.",
@wongmerden-h3w,"Pemilu yg akan datang jangan mau pilih dpr apalagi menerima uang cuma 25 rb ,rakyat jgan totlol",
@GkSU-c2k,ayo masyarakat dan rakyat kecil berjuang terus sampai ada keadilan untuk rakyat kecil dan petani kecil,
@ombayou,"Saya tunggu RUU perampasan aset selama 2 dekade sampai sekarang tidak pernah disahkan. Jadi ini DPR sudah gak bener, bahaya kalau dibiarkan. Harus dibubarkan daripada rakyat diwakili iblis.",
@FerdyGatal,"Maayarakat akan turun dg kekuatan penuh, hukum tertinggi adalah masyarakat, kami akan turun dg kekuatan penuh, ini tidak main main",
@mochamadsuhendro1264,"Yg baju kuning berulang ulang,mengulang kata “sebagian besar anggota DPR” berrti memng benar di DPR orangnya masih banyak yang berkepintngan untuk scra pribadi. Bukan untuk rakyat 
Kawan waspadai kalimat “sebagian besar anggota DPR”lalu dia alihkan ke lembaga BUMN lain spya dia tdk dijdikan fokus anggota yg bermsalah. 
Sngat pandai mnymbunyikan",
@roekanbadri,"Mas Adi Prayitno senyum nya mengandung makna, sehat selalu pak",
@IlmupengetahuanSains,Awas!!! Kau DPR tidak akan kami maafkan kau,
@donghua3D-i7s,Intinya kalau demo nga mampan mogok bayar pajak aja pasti anggota DPR balakan banyak yang bakalan mengundurkan diri dengan sendirinya,
@VivoBaru-o3r,Itu kato kau apo yg kau perjuangkan buat rakyat kau tekos   kalu dpr harus merasakan apa yg di rasakan rakyat    kami rakyat gaji 1 jt  bisa bayar kontrakan    hati hati dpr  jagan enak sendiri,
@Sesko_Idealis,"Dewan perwakilan rakyat,
Kalo kalian sudah tidak bisa mewakili rakyat,yasudah bubar saja,daripada rakyat paksa untuk bubar.",
@Alimuddin77-ou4wu,NKRI milik seluruh Rakyat Indonesia bukan pemerintah dan anggota DPR,
@RimbaBujang-x1c,Demo rakyat kesal gaji tunjangan DPR RI harus di batalkan guys,
@melioba,Nanti udah ribut wakil ketua baru ngomong gitu masa awal ngga mikir mau di apa kalau udah gaduh begini hancur aset negara gara gara DPR mau nguntungkan diri sendiri tanpa mikir rakyat yang mewakil kan mereka di kursi panas,
@MimikriKocak-15,"bukan tunjangan yang perlu dihapus tapi sistem yang ada di DPR yang memberatkan rakyat yang perlu dihapus, klo sekedar wacana saja gak ada tindakan sama saja bohong dan mendustai rakyat yang sudah mempercaya kan negeri ini kepada wakil yang ada dipemerintahan",
@chinese789,UU Perampasan aset gk disahkan krn blm ada printah ketum. Pdhl wakil rakyat gk pro rakyat. Pembual,
@adhycoboyz7793,"Seandainya pengumuman kenaikan ini di dahului dgn pengesahan UU perampasan aset, mungkin sebagian masyarakat bisa memaklumi nya.",
@summarni3078,"Saya suka kl Bang Adi sudah berbicara , BRAVO Bang Adi",
@TasyaRea-f3h,Kebanyakan Isi DPR orgnya ya yg Itu Itu Aja.Siapa yg Uangnya lebih banyak itulah yg bs jd DPR RI.,
@dwiarti4488,"Saudara2ku kalau demo pakai kacamata renang biar aman kalau ada gas air mata,semangat",
@dadinurfauzi7156,"ketika diatas merasa terhormar, padahal tidak ada harga diri",
@YohanesSutarjo,"UU perampasan aset koruptor  ,kemaren diajukan gak nih adik 2 pendemo .2029 seluruh rakyat Indonesia tidak usah pilih DPR dan DPRD dan MPR.",
@TristanNatan,Semua DPR tidak ada yg niat memperjuangkan rakyat hanya berniat memperkaya diri sendiri dan mencari2 cela buat korupsi.jangan munapik.masyarakat lagi susah2nya,
@gustiyasa5840,"Kalau benar tunjangan DPR untuk dapilnya, coba dipublikasikan secara terbuka,biar masyarakat percaya",
@saariawan256,"kenanpa ini kenapaaaa, Tidak ada yg pnting dari video ini, jadi saya memilih untuk Tetap dengan shitusGembira77Tidak dengan yang lain !",
@Demigod99,MANA WOWO KOK GK ADA BISA NGOMONG APA2 WWKK,
@SutikNo-m9z,Kalo berani membela rakyat sahkan UU prampasan aset koruptor,
@dahamadiun1371,Gaji DPR harusnya cukup 50jt saja per bulan. Tdk usah ada lg tunjangan² lain & pensiunan. Cukup ada rumah dinas di kompleks kantor DPR.,
@FerdiSamosir-hs1fk,"Yg demo inilah aslinya masyarakat Indonesia, klo yg demo yg udh udh itu demo Byran elite politik",
@yayatsupriatna9287,kebijakan apa yg mewakili rakyat perampasan aset aja sampai sekarang tidak di sahkan,
@april1504-q9q,"Sejak kapan DPR memperjuangkan aspirasi masyarakat,hari ini aja menunjukkan ketidak pedulian anda ,demo SDH bnyk korban tp tidak ada perwakilan DPR yg hadir,aparat dan rakyat dibenturkan dPR itu SDH tidak dipercaya rakyat,rakyat sekarang SDH bisa menilai dewan pengkhianat rakyat.",
@endangkomarudin9161,Yang jelas saya sebagai rakyat kecil belum merasakan apa kerja DPR yang langsung di rasakan manfaatnya bagi masyarakat termasuk termasuk kerja DPRD 1 dan DPRD 2 sama sekali tidak ada manfaatnya bagi masyarakat.,
@darwinsampit0947,Perampok berkedok Partai politik,
@AsgiantiRiana,"Omong kosong DPR kerja ny DUDUK"" Kalau ada rapat paling ngantuk tidur yaahhh bosan dengar ocehan ny",
@zuzanti6458,Betul sekali mantap pakadi Prayitno keren,
@AbdulCholiq-t6q,Waktu kampanya aja janji2 nga sudah bohong apalagi sudah di kursi dewan..semakin tdk percaya.pd anggota dewan apalagi yg lge ngomong tuh.raja nya pembohong.,
@Tongsengchannel,"Dari dulu saya gak suka DPR dari artis, partai PAN itu partai artis",
@aliyaputrifatimah4611,DPR jangan jadi dewan perampok rakyat. Tunjukan kinerjanya di depan publik dan rakyat Indonesia.,
@DodiSoda-ob3zi,"Apanya yang gak soal gak soal
Pembahasan sampah!
Gak tau malu berbicara seperti itu di tengah kemarahan masyarakat dan ekonomi yang sedang gak baik2 aja
Bisanya bicara gak soal, mau itu di komunikasikan atau tidak
DPR atau pejabat2 lainnya tidak sepadan mendapatkan penghasilan dengan nilai yang fantastis dari pajak rakyat!!!!",
@Abi-rw3ho,"Datang duduk ketemu sama kawan, pulang di kasih uang 3 juta

Pantes rocky gerung mau membubarkan DPR",
@karyudi1449,Sahkan UU perampasan Aset.,
@antorisulaiman6477,Jangan pilih LG DPR d pemilu-pemilu berikutnya,
@Alfeus-f6b,Seharusnya demo ini GK perlu terjadi kalo aspirasi rakyat lebih cepat didengar!!!!,
@dwikyharry7134,"Ini berawal dari  kebodohan rakyat Indonesia sendiri saat memilih  anggota DPR di Pemilu. Stereotype rakyat Indonesia adalah mudah diperdaya pencitraan dan mudah dibujuk dgn sedikit pemberian uang /barang. Gak mikir ituakan berdampak menyengsarakan mereka sendiri setidaknya 5 thn kedepan. Sepanjang sifat bodoh itu tak berubah, ya kualitas anggota DPR akan seperti ini terus",
@ibindra8053,Cost politik mahal karena elit2 politik hampir semuanya sgt rakus & serakah ngumpulin kekayaan walau didapat dgn memeras bawahan secara halus atau berlindung dibalik aturan yg dibuat mau2nya sendiri. Tidak ada kepekaan nurani utk merasakan kesulitan rakyat. Coba saja bedah lhkpn. singkatnya KKN tetap subur di negeri ini,
@aghatamaria4347,"Emang gak tau malu sih DPR ini, segitu banyaknya bilang minus. Pak, liat rakyat kalian gimana?",
@KangmujiKangmuji,"Rakyat menjerit pajak naik  otomatis pengaruh bahan yg dibutuhkan rakyat ikut naik ,dan dayaya beli masyarakat menurun ,DPR KEMANAAAAAA",
@octayanti1934,Makanya kalo ga ada reaksi demo lebih besar,
@SintaNays6430,GOLPUT untuk DPR di 2029,
@SamSam-un4mw,"Ap ngk bosan dengerin ngomongan pejabat,ya apa boleh buat mau siapapun jd pejabat sama saja, satu pabrik",
@2000mrhir,"Orang mau syahkan UU Perampasan aset aja, ruwetnya kaya kentut, beberapa tahun gak segera diketok, takut banyak anggota DPR yg bakal ditahan KPK?",
@Ahmad-lc3bz,Masyarakat tidak percaya lagi sama DPR,
@JuanSulaiman-s1l,"Partai baru pemenang pemilu harus balik modal dulu. Berapa biaya untuk menjadi anggota legislatif? Dari jaman dulu juga begitu, tapi kali ini sudah kebablasan.",
@Muharto-bt7jj,Kalau dirasa gaji DPR kurang kenapa rebutan jadi anggota DPR itu nyata sampai menyebar uang jujur saja walaupun itu sembunyi sembunyi,
@AgusRibowo-r6k,semoga AQ slalu diingatkan dgn pristiwa ini biar AQ sadar gak milih DPR lgi .aamiin,
@NurulFuadi-jq7hr,Bukan cuma tunjangan DPR juga tunjangan pegawai negeri TNI Polri juga di kecilkan.  Gaji dinaikkan.  Tunjangan dasar perhitungannya hak jelas,
@MasNaryo-u6e,"Tidak ada evaluasi, pokoknya dpr harus bubar titik",
@NurulFuadi-jq7hr,Tunjangan semua bukan cuma DPR menteri keuangan masak gak faham tunjangan kok lebih besar dari gaji,
@bunda-m6l,Sudah membantu apa DPR sm rakyat gaji bgtu fantastic tunjangan beras 12 jt listrik pls 7 jt perbulan tunjangan rumah 50 jt enak bnget ya sedangkan rakyat kecil msh bnyk yg miskin,
@LaurensiusTado,"Gaji/tunjangan ,,dpr,, 3jt sehari ,gaji karyawan 3 jt sebulan. 3 tahun gaji karyawan baru sama dgn tunjangan/gaji dpr sebulan",
@tumirantumiran-ov7wu,"Jangan bilang tunjangan kembali ke masyarakat, teori.",
@melioba,Mending ngga usah milih DPR karna mereka hanya nyari cuan aja tapi bukan untuk rakyat,
@tomisaputra9916,"Sejahterahkan rakyat dahulu dengan kerja fungsi sebagai wakil rakyat, sehingga rakyat memberikan kelonggaran kepada anda.",
@ulinuhaa,Semua KUMPUL DI DPR DEMO JANGAN LIHAT AJAH KITA DEMO SEMUA AYO SUARAKAN RAKYAT,
@AliImron-o5j,Ini puan bisa apa,
@tomisaputra9916,Itulah sebabnya manusia tidak akan pernah merasa cukup karena keserakahan adalah harta karun berupa posisi di otak mereka. Itulah yang disebut keserakahan manusia.,
@Maman-r3r,Dpr tu orang pintar semua mengapa ruu perampasan aset buat yg korup ga bisa pa lagi ketua umum nya enak nya bubarin az biar utang negara cepat lunas,
@AdiningratSutila,"Puan maharani itu pembohong sudah belasan tahun lamanya UU perampasan aset para koruptor2 tidak dikerjakan , malah ramai2 pada jadi koruptor yg memeras rakyat jelata seluruh indonesia sehingga hidupnya rakyat kecil semakin terjepit dan sengsara sekali",
@Lkm89ajja,Hormat menghormati anda g salah ngmng ibu puan yg terhormat DPR jg aj g hormat menghormati rakyat,
@pakdana-e2w,Jangan hanya dihormati tp dilaksanakan aspirasi rakyat itu,
@dhewanto2829,doa kami selalu menyertai para pejuang rakyat,
@pakidin7270,"Bukan sekedar kinerja ,tapi yg paling masyarakat tdk terima tentang kenaikan tunjangan dan gaji DPR, JGN pernah berhenti sebelum menurunkan gaji dan tunjangannya.",
@maringansianipar6631,"Harusnya,ketika rakyat dlm kesulitan ekonomi wakil rakyatnya juga juga ikut prihatin ekonomi,ini yg terjadi justru berpoya2 anggaran dari negara.",
@tomisaputra9916,"Lanjutkan perjuanganmu kawan, saat ini rakyat dibebani berbagai masalah, katanya dia berpihak pada rakyat padahal kenyataannya",
@BorikInside,pada dasarnya masyarakat mempertanyakan simbiosis mutualisme antara rakyat dengan para wakilnya di DPR & MPR.,
@rusdyrusdy96,Yang saya rasakan selama ini ngak pernah wakil rakyat setiap akan sidang tidak pernah mengumpulkan masyarakat untuk mendengarkan aspirasi masyarakat untuk dibawa ke sidang.,
@tomisaputra9916,Semangat pejuang rakyat terus bejuang melawan penindas2 rakyat!!!,
@Kisill27Kisill27,Makanya manusia ga bakal cukup karna kerakusan itulah dalam otaknya harta jabatan.itulah yg di namakan kerakusan manusia.,
@holmespurba97,smoga keadaan saudara 2 ttp sehat. Tanpa DPR pun Indonesia bisa maju,
@altarajuh,"Percuma sudah tdk percaya, lengserkan mereka2 yg menghianati rakyat, yg memperkaya diri.",
@Salomodecarpio,Sebelum terbuti nyata rakyat jangan terlalu percaya janji manis pemerintahan.,
@ArPanj-f1x,"Bukan tunjangan anggota DPR yang dituntut, termasuk UU perampasan aset koruptor harus disyahkan.",
@ronaldrodrick,"Kalau DPR Dipercaya lg oleh rakyat, segerah sahkan Undang2 perampasan aset koruptor.",
@sudaryatdaryat1912,"Memang yg jadi anggota DPR harus yg berjiwa sosial kepada rakyat RI , malah sebaliknya seperti dg musuh aneh wakil diparlemen yg bela rakyat",
@ariqmuzakkk8774,Saya masyarakat kecil dari desa Parung jaya kec leuwimunding kabupaten Majalengka. Mendukung penuh demo bubar kan DPR,
@AmadPatumbangan,Yth. Kami masyarakat kecil usulkan bahwa. DPR. Tidak usa dibubarkan. Hanya kenaikan gaji dan tunjangan   DPR dihapus atau dibatalkan saja. Dan UUD.perampasan azet supaya segera dibuat.,
@naikginting3092,Jangan hanya intropeksi diri tapi lakukan aspirasi yg dituntut masyarakat itu,
@jepangayam4825,Mohon untuk semua media pers khususnya di undang itu anggota DPR Ahmad Sahroni Eko Patrio Napa Urbach yg ngomong sangatlah melukai hati rakyat padahal mereka di gaji dgn tunjangan yg sangat pantastis pajaknya pun di bayar negara sangat tidak realistis dimana rakyat menanggung beban dgn pajak yg berlipat ganda sedangkan penghasilan tidak menentu. Hidup rakyat bersatu,
@antoncavani3485,Pecat ketua DPR ibu puan maharani dan anggota DPR yg tidak peduli dengan Rakyat Harus dipecat juga.,
@muhamadnurfauzi3866,Alhamdulillah akhirnya UUD lindungi para koruptor negara ini harus diberikan kepada supaya aman,
@harissetyawan7079,"rapi cantik bersih ganteng mewah, rakyatnya blangsak di garis kemiskinan, gk peka gk punya nurani. bisa ya rezekynya ngalir trus bertahun tahun",
@Ahmad305-w7m,Malulah pada pimpinan2 negara lain yg bijak yg adil dan brusaha menyejahtrakan rakyatnya,
@SipoBoniran,Saya usul kalau DPR itu membahas undang undang seperti Malaysia itu terbuka publik dan Rakyat tahu,
@Sudarsi-d3y,"Benar kita"" yg di daerah & ngga memungkinkan utk dateng gabung ikut demo 1000 % sangat mendukung",
@sriwijaya4898,"Didemopun percuma,mereka menganggap apa yg dituntut rakyat itu angin lalu. Mata, telinga, hati dan pikiran mereka(anggota dpr) telah dibuta dan situlikan oleh Allah SWT sehingga apa yg dituntut rakyat tidak akan ada tindak lanjut perbaikannya.",
@NurainaIna-k1l,"Yang paling krusial adalah pengesahan UU perampasan aset koruptor,,",
@IGEDERAUH-ok2ct,Jangan hanya menghormati dan menghargai aspirasi doang ekstion dong segerakan UU perampasan aset.,
@Karaeng601,"Termasuk pajak masa pajak DPR negara yang bayar sedangkan rakyat ASN dan pensiunan bayar pajak dari penghasilan mereka sendiri.
Gaji/pendapatan yang wajar untuk DPR itu adalah DPR RI 50 juta, DPRD provinsi 35 JT dan DPRD kabupaten/kota 25 JT.",
@tomisaputra9916,"Malu pada pemimpin negara lain yang bijaksana, adil dan berjuang untuk menyejahterakan rakyatnya",
@Alex-em3xv,"Puan hanya omong kosong aja, buktikan kalau kalian mendengarkan inpirasi rakyat, kenapa  sampai hari ini UUD perampasan aset koroptor tidak disahkan. ?",
@Suwarno-o2j,"Kalian yg harus berbenah dan pakai logika dalam menghitung tunjangan DPR , bukan malah mengajak rakyat berbenah.
Rakyat pasti otomatis berbenah seandainya kalian tidak rakus makan uang rakyat.",
@retyaningsihretyaningsih1330,"Karena pendapatan DPR itu besar maka mereka yg punya modal berbondong bondong  maju untuk jd DPR meski sadar kemampuannya nol besar. 
Tp coba kalau pendapatan DPR minim siapa yg mau  duduk dsitu ? Hanya orang"" yg berhati mulia yg ingin mengabdikan dirinya  untuk kemajuan  negri ini dan menyadari kemampuanya.",
@KangPurRBO,Sekalipun rencana tunjangan DPR di batalkan citra DPR masih gamang di mata masarakat jika tidak di tindak lanjuti pengesahan UU perampasan aset koruptor,
@KisnawatiPasinan,"Q ibu rumah tangga dan kalian semua mahasiswa yg mewakili kami , pajak benar "" melunjak apa"" mahal jng sampe rakyat marah biasanya kami GK begitu susah skg makin susah , belanja di online naik apa"" naik sementara pendapatan suami begitu"" aja",
@JakaTingkir-i1j8i,Rakyat tidak perlu diwakili,
@nbs5078,"Nosense!!
Sekelas DPR (penyambung lidah rakyat), komunikasi sdh sewajibnya bagus dong, jgn nanti rakyat dah turun k jalan baru mau dikoreksi",
@AdeJulaeha-o4g,"Trm ksh atas semua pendemo yg sudah mewakili perasaan, an hati masarakat, walaupun kt gak ikut tp doa kita dr jauh selalu berko mandang disetiap napas kamisehat sehat selalu pejuang bangsa, trm kash banyak sekali lagi atas semuanya semoga bermanfaat, at & ada manfa, tanya untuk kita semua",
@KarolusLewo,Dpr harus mengesa kan UU perampasan korupsi dengan cepat agar rakyat puas,
@yudisubagja8456,Yg demo panas2 an yg di demo cengengesan dan mngkin ga ada satupun yg berani keluar dan menenangkan .semoga jalan terbaik utk rakyat kita segera terealisasi,
@Afri-pp9nk,"Ngaur DPR-RI sejak kapan ada uang kalian ke masyrakat, tidak ada demo bila aspirasi masyrakat di dengarkan oleh DPR-RI.",
@hadriyansyah5658,Ternyata tdk mau menyebutkan angka tunjangan anggota dewan mungkin lebih besar dari 50 juta seperti yang diperkirakan,
@BinBin-to6zn,Pintu DPR RI selalu terbuka lebar untuk Rakyat kata Puan,
@Nurel0810,"Mungkin DPR harus lebih transparan lagi kepada rakyat, tentang dana dana kunjunganke daerah dan sumbangan2 ke rakyat itu ,",
@sunarya8171,"Salah kita juga(Rakyat) memilih mereka yg cuma modal tampang,JD ayo semua rakyat Indonesia belajar dari salah memilih kita",
